SpeakerNumber;F0;F1;F2;F3;F4;F5;F6;F7;F8;F9;TT;Sex;Class
range5;range2;range7;range6;range1;range1;range4;range4;range7;range5;range3;one;female;7
range5;range2;range6;range3;range2;range5;range2;range6;range7;range6;range4;one;female;8
range5;range1;range6;range4;range4;range3;range5;range5;range5;range7;range3;one;female;9
range5;range3;range3;range5;range4;range6;range3;range5;range7;range3;range2;one;female;10
range5;range3;range1;range4;range7;range5;range7;range6;range4;range3;range1;one;female;0
range5;range4;range1;range2;range5;range6;range7;range5;range7;range5;range1;one;female;1
range5;range5;range3;range2;range5;range6;range3;range6;range4;range2;range3;one;female;2
range5;range6;range4;range2;range2;range6;range2;range3;range6;range5;range1;one;female;3
range5;range6;range6;range5;range1;range3;range6;range6;range5;range6;range1;one;female;4
range5;range6;range5;range5;range1;range4;range7;range6;range2;range6;range2;one;female;5
range5;range5;range6;range7;range1;range1;range3;range7;range5;range7;range3;one;female;6
range5;range2;range7;range6;range1;range1;range4;range4;range7;range6;range4;one;female;7
range5;range2;range5;range5;range4;range5;range1;range3;range7;range7;range5;one;female;8
range5;range1;range7;range4;range4;range3;range5;range4;range4;range7;range3;one;female;9
range5;range3;range3;range4;range4;range6;range3;range5;range6;range3;range2;one;female;10
range5;range4;range1;range3;range7;range5;range7;range6;range4;range2;range1;one;female;0
range5;range5;range1;range3;range5;range5;range7;range4;range7;range5;range1;one;female;1
range5;range4;range3;range3;range4;range7;range4;range4;range4;range2;range3;one;female;2
range5;range6;range4;range2;range2;range6;range3;range3;range5;range5;range1;one;female;3
range5;range6;range6;range6;range1;range2;range6;range7;range4;range6;range1;one;female;4
range5;range5;range4;range6;range1;range4;range6;range6;range3;range6;range2;one;female;5
range5;range4;range5;range7;range1;range1;range2;range7;range4;range7;range3;one;female;6
range5;range2;range6;range7;range2;range1;range2;range2;range7;range7;range5;one;female;7
range5;range2;range6;range4;range5;range4;range2;range4;range6;range7;range4;one;female;8
range5;range1;range7;range4;range4;range4;range4;range6;range4;range7;range4;one;female;9
range5;range3;range2;range4;range4;range5;range2;range5;range6;range4;range3;one;female;10
range6;range6;range1;range1;range6;range6;range7;range4;range6;range1;range2;one;female;0
range6;range5;range2;range3;range6;range7;range6;range4;range4;range1;range2;one;female;1
range6;range7;range2;range2;range3;range7;range3;range6;range4;range1;range2;one;female;2
range6;range7;range3;range5;range1;range5;range2;range5;range2;range5;range3;one;female;3
range6;range6;range4;range5;range3;range3;range3;range2;range3;range6;range2;one;female;4
range6;range6;range3;range5;range4;range4;range3;range2;range4;range6;range2;one;female;5
range6;range4;range6;range3;range3;range3;range1;range6;range4;range7;range3;one;female;6
range6;range2;range7;range1;range3;range3;range6;range7;range5;range5;range2;one;female;7
range6;range2;range7;range2;range2;range3;range7;range6;range6;range2;range3;one;female;8
range6;range2;range2;range4;range6;range5;range7;range3;range4;range3;range4;one;female;9
range6;range4;range4;range5;range4;range7;range3;range4;range3;range5;range1;one;female;10
range6;range6;range1;range1;range6;range6;range7;range5;range5;range1;range2;one;female;0
range6;range5;range2;range3;range5;range7;range6;range6;range3;range3;range1;one;female;1
range6;range7;range2;range4;range3;range7;range4;range5;range4;range2;range1;one;female;2
range6;range7;range3;range5;range2;range5;range2;range5;range3;range5;range3;one;female;3
range6;range6;range4;range5;range3;range3;range2;range3;range3;range7;range2;one;female;4
range6;range6;range3;range5;range4;range4;range2;range2;range4;range7;range2;one;female;5
range6;range4;range6;range3;range2;range4;range1;range6;range4;range7;range3;one;female;6
range6;range2;range7;range1;range3;range4;range5;range7;range5;range5;range2;one;female;7
range6;range2;range7;range3;range2;range2;range6;range7;range6;range2;range3;one;female;8
range6;range2;range2;range4;range6;range5;range7;range3;range4;range2;range4;one;female;9
range6;range4;range4;range5;range4;range7;range3;range4;range3;range5;range1;one;female;10
range6;range6;range1;range1;range6;range6;range7;range5;range5;range1;range2;one;female;0
range6;range5;range2;range3;range5;range7;range5;range6;range3;range4;range2;one;female;1
range6;range6;range2;range4;range3;range7;range5;range5;range4;range2;range1;one;female;2
range6;range7;range3;range5;range2;range5;range2;range5;range3;range4;range4;one;female;3
range6;range6;range4;range5;range3;range3;range2;range3;range4;range7;range2;one;female;4
range6;range6;range3;range5;range4;range4;range2;range3;range4;range7;range2;one;female;5
range6;range4;range6;range4;range1;range4;range2;range7;range3;range7;range2;one;female;6
range6;range2;range7;range1;range1;range4;range4;range7;range5;range6;range4;one;female;7
range6;range2;range7;range3;range2;range3;range6;range7;range5;range3;range3;one;female;8
range6;range1;range2;range4;range7;range5;range7;range3;range4;range3;range3;one;female;9
range6;range4;range4;range4;range5;range7;range3;range5;range4;range4;range1;one;female;10
range6;range6;range1;range1;range6;range6;range7;range5;range5;range1;range2;one;female;0
range6;range5;range2;range3;range5;range7;range5;range7;range3;range4;range2;one;female;1
range6;range7;range2;range3;range3;range7;range4;range6;range4;range2;range1;one;female;2
range6;range7;range3;range5;range2;range5;range2;range5;range2;range4;range4;one;female;3
range6;range5;range4;range4;range4;range3;range2;range2;range4;range7;range1;one;female;4
range6;range6;range3;range5;range3;range5;range3;range3;range3;range6;range2;one;female;5
range6;range4;range6;range3;range2;range3;range3;range7;range3;range7;range1;one;female;6
range6;range2;range7;range1;range2;range4;range5;range7;range6;range4;range4;one;female;7
range6;range2;range7;range2;range3;range4;range6;range7;range5;range4;range3;one;female;8
range6;range1;range3;range4;range7;range5;range7;range3;range3;range3;range3;one;female;9
range6;range4;range4;range4;range4;range7;range3;range5;range3;range5;range1;one;female;10
range6;range6;range1;range1;range5;range6;range7;range6;range5;range1;range1;one;female;0
range6;range5;range1;range4;range5;range7;range5;range7;range3;range5;range2;one;female;1
range6;range6;range2;range3;range3;range7;range4;range6;range4;range2;range1;one;female;2
range6;range7;range3;range5;range2;range4;range3;range5;range2;range4;range3;one;female;3
range6;range5;range4;range3;range4;range2;range3;range2;range5;range6;range1;one;female;4
range6;range5;range3;range6;range3;range5;range3;range4;range2;range6;range2;one;female;5
range6;range4;range6;range2;range2;range4;range4;range7;range3;range7;range1;one;female;6
range6;range2;range7;range2;range2;range3;range5;range6;range6;range5;range5;one;female;7
range6;range1;range7;range4;range3;range3;range5;range7;range5;range5;range3;one;female;8
range6;range1;range3;range4;range7;range5;range7;range2;range3;range3;range3;one;female;9
range6;range3;range4;range4;range5;range6;range4;range3;range4;range4;range1;one;female;10
range6;range6;range1;range1;range5;range5;range7;range6;range5;range2;range1;one;female;0
range6;range5;range1;range3;range5;range7;range5;range7;range3;range5;range2;one;female;1
range6;range6;range2;range3;range4;range7;range4;range6;range4;range2;range2;one;female;2
range6;range7;range3;range5;range2;range4;range3;range5;range2;range4;range3;one;female;3
range6;range5;range4;range3;range4;range2;range3;range2;range5;range7;range2;one;female;4
range6;range5;range3;range6;range3;range6;range4;range5;range2;range5;range2;one;female;5
range6;range4;range6;range1;range1;range5;range4;range7;range3;range6;range1;one;female;6
range6;range2;range7;range2;range2;range3;range4;range7;range4;range6;range5;one;female;7
range6;range1;range6;range3;range4;range3;range6;range7;range4;range5;range3;one;female;8
range6;range1;range3;range4;range7;range5;range7;range2;range4;range3;range3;one;female;9
range6;range4;range3;range3;range5;range6;range3;range4;range5;range3;range1;one;female;10
range6;range3;range1;range6;range7;range7;range6;range1;range1;range3;range7;one;male;0
range6;range3;range2;range6;range7;range7;range2;range1;range2;range2;range7;one;male;1
range6;range5;range3;range6;range4;range5;range1;range2;range3;range5;range6;one;male;2
range6;range7;range5;range5;range2;range4;range2;range3;range2;range4;range6;one;male;3
range6;range7;range7;range2;range1;range5;range5;range5;range1;range2;range6;one;male;4
range6;range6;range5;range5;range1;range4;range4;range3;range3;range2;range5;one;male;5
range6;range5;range7;range4;range1;range2;range6;range6;range4;range1;range5;one;male;6
range6;range3;range7;range3;range1;range3;range7;range7;range4;range5;range1;one;male;7
range6;range2;range7;range2;range2;range3;range5;range6;range3;range3;range1;one;male;8
range6;range1;range7;range5;range3;range4;range3;range3;range6;range2;range1;one;male;9
range6;range4;range5;range3;range4;range5;range4;range2;range4;range3;range5;one;male;10
range6;range3;range1;range6;range7;range7;range7;range1;range1;range5;range6;one;male;0
range6;range4;range2;range5;range7;range7;range3;range1;range2;range2;range7;one;male;1
range6;range6;range3;range6;range5;range5;range1;range2;range3;range4;range7;one;male;2
range6;range7;range5;range6;range2;range4;range3;range2;range2;range4;range5;one;male;3
range6;range7;range7;range3;range1;range4;range5;range5;range2;range2;range5;one;male;4
range6;range6;range5;range4;range1;range5;range4;range4;range3;range3;range4;one;male;5
range6;range5;range7;range4;range1;range3;range6;range5;range4;range1;range4;one;male;6
range6;range4;range7;range4;range1;range3;range7;range7;range4;range5;range1;one;male;7
range6;range2;range7;range4;range3;range4;range2;range6;range4;range5;range4;one;male;8
range6;range1;range6;range6;range2;range3;range4;range2;range7;range3;range1;one;male;9
range6;range4;range5;range3;range4;range5;range4;range2;range3;range3;range5;one;male;10
range6;range3;range1;range6;range7;range7;range7;range1;range1;range5;range6;one;male;0
range6;range4;range2;range5;range6;range7;range3;range1;range3;range3;range7;one;male;1
range6;range6;range3;range6;range6;range5;range1;range1;range3;range5;range6;one;male;2
range6;range7;range5;range6;range2;range5;range2;range3;range2;range4;range4;one;male;3
range6;range6;range7;range2;range1;range4;range5;range5;range2;range2;range5;one;male;4
range6;range6;range5;range4;range2;range4;range3;range5;range3;range3;range4;one;male;5
range6;range5;range7;range5;range1;range3;range7;range5;range4;range1;range4;one;male;6
range6;range3;range7;range3;range1;range3;range6;range7;range4;range4;range2;one;male;7
range6;range2;range6;range5;range3;range4;range1;range7;range4;range6;range5;one;male;8
range6;range1;range6;range7;range3;range3;range4;range2;range7;range4;range1;one;male;9
range6;range4;range6;range3;range4;range5;range4;range2;range3;range3;range5;one;male;10
range6;range3;range1;range6;range7;range7;range6;range1;range1;range4;range6;one;male;0
range6;range4;range2;range5;range6;range7;range3;range1;range3;range3;range7;one;male;1
range6;range5;range3;range6;range6;range4;range2;range1;range1;range5;range7;one;male;2
range6;range7;range5;range6;range2;range5;range2;range3;range2;range4;range5;one;male;3
range6;range6;range7;range1;range1;range4;range6;range5;range1;range1;range7;one;male;4
range6;range6;range5;range5;range3;range4;range3;range5;range3;range3;range4;one;male;5
range6;range5;range7;range3;range1;range4;range6;range7;range3;range1;range5;one;male;6
range6;range3;range7;range3;range1;range2;range5;range7;range4;range3;range2;one;male;7
range6;range2;range6;range5;range2;range4;range2;range7;range3;range7;range5;one;male;8
range6;range1;range6;range6;range3;range3;range3;range2;range7;range4;range1;one;male;9
range6;range4;range5;range3;range4;range5;range3;range2;range4;range3;range5;one;male;10
range6;range5;range1;range5;range7;range7;range7;range1;range1;range4;range6;one;male;0
range6;range3;range2;range6;range6;range7;range2;range1;range2;range4;range7;one;male;1
range6;range5;range3;range6;range6;range4;range1;range2;range1;range5;range7;one;male;2
range6;range7;range5;range5;range2;range5;range1;range2;range2;range5;range5;one;male;3
range6;range6;range7;range1;range1;range4;range6;range5;range2;range1;range7;one;male;4
range6;range5;range5;range4;range4;range4;range3;range4;range2;range3;range6;one;male;5
range6;range5;range7;range2;range1;range5;range6;range7;range3;range1;range6;one;male;6
range6;range3;range7;range3;range1;range2;range5;range7;range5;range3;range1;one;male;7
range6;range2;range7;range3;range3;range3;range6;range7;range5;range5;range1;one;male;8
range6;range1;range6;range6;range3;range3;range3;range2;range7;range3;range1;one;male;9
range6;range4;range6;range4;range4;range4;range3;range3;range4;range3;range5;one;male;10
range6;range6;range1;range4;range7;range7;range6;range1;range1;range4;range6;one;male;0
range6;range3;range4;range6;range7;range6;range1;range1;range2;range4;range7;one;male;1
range6;range5;range3;range5;range6;range5;range1;range3;range1;range4;range7;one;male;2
range6;range7;range5;range5;range3;range6;range1;range2;range3;range4;range6;one;male;3
range6;range6;range7;range1;range1;range3;range6;range5;range2;range1;range7;one;male;4
range6;range5;range6;range4;range4;range4;range2;range5;range2;range4;range6;one;male;5
range6;range5;range7;range1;range1;range5;range5;range7;range2;range1;range5;one;male;6
range6;range3;range7;range2;range1;range3;range5;range7;range4;range2;range2;one;male;7
range6;range2;range6;range1;range3;range4;range6;range7;range4;range3;range1;one;male;8
range6;range1;range7;range6;range2;range3;range4;range3;range7;range3;range1;one;male;9
range6;range4;range6;range4;range4;range4;range2;range3;range5;range4;range4;one;male;10
range7;range1;range2;range7;range7;range6;range1;range1;range2;range4;range7;one;male;0
range7;range2;range4;range7;range6;range6;range1;range2;range1;range3;range7;one;male;1
range7;range4;range3;range5;range6;range3;range1;range4;range1;range5;range7;one;male;2
range7;range5;range4;range3;range5;range2;range4;range5;range2;range5;range6;one;male;3
range7;range5;range6;range2;range4;range2;range7;range5;range1;range3;range6;one;male;4
range7;range4;range4;range2;range5;range6;range4;range3;range1;range2;range7;one;male;5
range7;range4;range7;range1;range5;range4;range7;range4;range2;range1;range5;one;male;6
range7;range3;range7;range1;range2;range6;range5;range4;range2;range2;range4;one;male;7
range7;range2;range4;range3;range5;range6;range3;range2;range2;range3;range6;one;male;8
range7;range2;range5;range5;range7;range7;range1;range1;range1;range2;range5;one;male;9
range7;range3;range6;range5;range5;range6;range2;range3;range1;range2;range7;one;male;10
range7;range1;range2;range7;range7;range6;range1;range1;range3;range4;range7;one;male;0
range7;range2;range4;range7;range6;range7;range1;range1;range1;range4;range6;one;male;1
range7;range5;range2;range5;range7;range2;range2;range3;range1;range6;range7;one;male;2
range7;range4;range4;range3;range5;range2;range4;range5;range2;range4;range6;one;male;3
range7;range5;range6;range1;range4;range2;range7;range4;range1;range4;range6;one;male;4
range7;range4;range4;range3;range5;range6;range4;range3;range1;range2;range7;one;male;5
range7;range3;range7;range1;range5;range5;range7;range3;range1;range1;range4;one;male;6
range7;range2;range7;range1;range1;range5;range5;range5;range2;range3;range3;one;male;7
range7;range2;range5;range4;range5;range6;range3;range1;range2;range3;range6;one;male;8
range7;range2;range5;range5;range7;range7;range1;range1;range1;range2;range5;one;male;9
range7;range3;range5;range5;range5;range6;range2;range3;range1;range2;range7;one;male;10
range7;range1;range3;range7;range7;range6;range1;range1;range3;range4;range7;one;male;0
range7;range2;range5;range7;range6;range7;range1;range1;range1;range3;range7;one;male;1
range7;range5;range2;range5;range7;range3;range2;range4;range1;range5;range7;one;male;2
range7;range4;range3;range3;range5;range1;range4;range6;range2;range4;range7;one;male;3
range7;range5;range6;range1;range4;range2;range7;range4;range1;range3;range7;one;male;4
range7;range4;range4;range2;range5;range6;range4;range3;range1;range2;range7;one;male;5
range7;range3;range7;range1;range5;range4;range7;range4;range1;range1;range4;one;male;6
range7;range2;range7;range1;range1;range4;range6;range4;range3;range3;range2;one;male;7
range7;range2;range5;range5;range5;range6;range3;range2;range2;range3;range6;one;male;8
range7;range2;range5;range5;range7;range7;range1;range1;range1;range2;range5;one;male;9
range7;range3;range5;range5;range5;range6;range2;range3;range1;range2;range7;one;male;10
range7;range1;range3;range7;range7;range6;range1;range1;range2;range5;range7;one;male;0
range7;range2;range4;range7;range5;range7;range1;range1;range2;range2;range7;one;male;1
range7;range5;range2;range5;range7;range3;range2;range4;range1;range5;range7;one;male;2
range7;range4;range3;range3;range5;range1;range4;range6;range2;range5;range6;one;male;3
range7;range5;range6;range1;range4;range2;range7;range5;range1;range2;range6;one;male;4
range7;range3;range4;range2;range5;range6;range4;range2;range1;range3;range6;one;male;5
range7;range3;range7;range1;range4;range5;range6;range5;range1;range1;range4;one;male;6
range7;range2;range7;range1;range1;range4;range6;range3;range4;range1;range3;one;male;7
range7;range2;range5;range4;range6;range6;range4;range2;range1;range2;range6;one;male;8
range7;range2;range5;range4;range7;range7;range1;range1;range1;range2;range5;one;male;9
range7;range3;range5;range5;range5;range5;range2;range3;range1;range2;range7;one;male;10
range7;range1;range3;range7;range7;range6;range1;range1;range2;range5;range7;one;male;0
range7;range2;range4;range7;range6;range7;range1;range2;range1;range2;range7;one;male;1
range7;range5;range2;range5;range7;range2;range3;range2;range1;range6;range7;one;male;2
range7;range4;range3;range3;range5;range1;range4;range5;range1;range5;range6;one;male;3
range7;range5;range6;range1;range4;range2;range7;range4;range2;range1;range6;one;male;4
range7;range3;range4;range3;range5;range6;range3;range2;range1;range3;range7;one;male;5
range7;range3;range7;range1;range5;range6;range5;range5;range1;range1;range5;one;male;6
range7;range2;range7;range1;range2;range4;range5;range5;range3;range1;range3;one;male;7
range7;range2;range5;range4;range6;range7;range4;range2;range1;range1;range6;one;male;8
range7;range2;range5;range5;range7;range7;range2;range1;range1;range1;range4;one;male;9
range7;range3;range6;range5;range5;range5;range1;range2;range1;range2;range7;one;male;10
range7;range1;range2;range7;range7;range6;range1;range1;range2;range5;range7;one;male;0
range7;range2;range4;range6;range6;range7;range1;range3;range1;range3;range7;one;male;1
range7;range4;range2;range5;range7;range3;range3;range2;range1;range5;range7;one;male;2
range7;range4;range4;range3;range5;range2;range4;range4;range1;range5;range6;one;male;3
range7;range5;range6;range2;range3;range2;range6;range6;range2;range1;range6;one;male;4
range7;range3;range4;range4;range5;range6;range3;range3;range1;range2;range7;one;male;5
range7;range3;range7;range1;range4;range5;range5;range6;range1;range1;range6;one;male;6
range7;range2;range7;range1;range2;range4;range4;range6;range2;range1;range3;one;male;7
range7;range2;range5;range4;range6;range7;range4;range2;range1;range1;range6;one;male;8
range7;range2;range5;range5;range7;range7;range1;range1;range1;range1;range4;one;male;9
range7;range3;range6;range5;range5;range6;range1;range2;range1;range1;range7;one;male;10
range7;range2;range2;range7;range6;range6;range2;range1;range1;range4;range7;one;male;0
range7;range2;range5;range6;range7;range7;range4;range1;range1;range1;range6;one;male;1
range7;range3;range4;range5;range6;range5;range1;range2;range3;range2;range7;one;male;2
range7;range6;range4;range1;range5;range3;range3;range3;range2;range5;range7;one;male;3
range7;range4;range6;range1;range1;range5;range5;range5;range2;range4;range7;one;male;4
range7;range5;range6;range1;range3;range4;range4;range6;range1;range3;range7;one;male;5
range7;range4;range6;range3;range1;range3;range6;range7;range5;range2;range5;one;male;6
range7;range3;range7;range2;range1;range5;range6;range7;range5;range4;range3;one;male;7
range7;range2;range6;range7;range2;range5;range5;range2;range5;range2;range2;one;male;8
range7;range2;range5;range5;range6;range7;range5;range1;range2;range1;range2;one;male;9
range7;range3;range5;range3;range4;range7;range3;range3;range3;range1;range7;one;male;10
range7;range2;range1;range7;range7;range6;range3;range1;range1;range3;range7;one;male;0
range7;range3;range3;range6;range7;range7;range5;range2;range2;range1;range7;one;male;1
range7;range4;range4;range4;range6;range5;range1;range2;range3;range3;range7;one;male;2
range7;range6;range4;range1;range5;range3;range3;range2;range2;range6;range7;one;male;3
range7;range4;range6;range1;range1;range6;range5;range3;range2;range4;range6;one;male;4
range7;range5;range6;range2;range3;range3;range4;range6;range1;range2;range7;one;male;5
range7;range4;range6;range3;range1;range3;range6;range7;range4;range2;range4;one;male;6
range7;range3;range7;range2;range1;range5;range6;range7;range5;range5;range3;one;male;7
range7;range2;range6;range7;range2;range5;range5;range3;range5;range3;range2;one;male;8
range7;range2;range5;range6;range5;range7;range5;range1;range2;range1;range2;one;male;9
range7;range3;range5;range3;range4;range7;range3;range3;range3;range1;range7;one;male;10
range7;range3;range1;range7;range7;range6;range4;range1;range1;range2;range7;one;male;0
range7;range3;range3;range6;range7;range7;range6;range3;range2;range1;range6;one;male;1
range7;range4;range3;range3;range7;range5;range2;range1;range2;range3;range7;one;male;2
range7;range6;range4;range1;range5;range3;range3;range3;range2;range5;range7;one;male;3
range7;range4;range6;range1;range2;range7;range5;range3;range2;range4;range6;one;male;4
range7;range5;range6;range2;range2;range4;range4;range6;range2;range2;range7;one;male;5
range7;range4;range6;range3;range1;range3;range5;range7;range5;range3;range4;one;male;6
range7;range3;range7;range2;range1;range5;range6;range7;range5;range5;range3;one;male;7
range7;range2;range5;range7;range2;range5;range5;range3;range5;range3;range2;one;male;8
range7;range2;range5;range6;range6;range7;range4;range1;range2;range1;range3;one;male;9
range7;range3;range5;range4;range4;range6;range3;range4;range3;range1;range7;one;male;10
range7;range3;range1;range7;range7;range6;range4;range1;range1;range1;range7;one;male;0
range7;range3;range3;range6;range7;range7;range6;range5;range2;range1;range6;one;male;1
range7;range4;range3;range3;range7;range5;range3;range1;range1;range3;range7;one;male;2
range7;range6;range4;range1;range5;range3;range2;range4;range2;range5;range7;one;male;3
range7;range4;range6;range1;range2;range6;range5;range5;range1;range4;range6;one;male;4
range7;range5;range6;range2;range2;range5;range4;range6;range1;range2;range7;one;male;5
range7;range4;range6;range3;range1;range3;range6;range7;range6;range2;range5;one;male;6
range7;range3;range7;range3;range1;range5;range6;range7;range5;range6;range3;one;male;7
range7;range2;range5;range7;range2;range5;range5;range3;range5;range3;range2;one;male;8
range7;range1;range6;range6;range5;range7;range4;range1;range2;range2;range3;one;male;9
range7;range4;range5;range4;range4;range6;range3;range5;range3;range1;range7;one;male;10
range7;range3;range1;range7;range7;range6;range4;range1;range1;range1;range7;one;male;0
range7;range3;range2;range6;range6;range7;range6;range4;range3;range1;range6;one;male;1
range7;range4;range3;range4;range7;range4;range3;range2;range1;range3;range7;one;male;2
range7;range5;range4;range1;range5;range4;range2;range3;range3;range4;range7;one;male;3
range7;range4;range6;range1;range2;range5;range5;range5;range1;range3;range6;one;male;4
range7;range5;range6;range2;range3;range5;range4;range5;range1;range2;range7;one;male;5
range7;range4;range6;range2;range1;range4;range6;range6;range4;range2;range5;one;male;6
range7;range3;range7;range3;range1;range4;range7;range7;range5;range3;range3;one;male;7
range7;range2;range5;range6;range3;range6;range5;range3;range5;range2;range2;one;male;8
range7;range1;range6;range6;range5;range7;range4;range1;range2;range2;range3;one;male;9
range7;range4;range5;range4;range4;range6;range4;range4;range3;range1;range6;one;male;10
range7;range3;range1;range7;range7;range6;range4;range1;range1;range1;range7;one;male;0
range7;range3;range2;range6;range6;range7;range6;range3;range3;range1;range6;one;male;1
range7;range3;range4;range5;range7;range5;range1;range2;range2;range2;range7;one;male;2
range7;range5;range4;range1;range5;range4;range2;range3;range3;range4;range7;one;male;3
range7;range5;range6;range1;range2;range5;range6;range6;range1;range2;range6;one;male;4
range7;range5;range6;range2;range3;range6;range4;range5;range1;range2;range7;one;male;5
range7;range4;range6;range1;range2;range4;range7;range7;range3;range1;range5;one;male;6
range7;range3;range7;range3;range1;range4;range7;range7;range6;range2;range3;one;male;7
range7;range2;range5;range6;range3;range6;range6;range3;range5;range2;range2;one;male;8
range7;range1;range6;range6;range5;range6;range4;range1;range2;range2;range3;one;male;9
range7;range4;range5;range4;range3;range7;range4;range3;range3;range1;range6;one;male;10
