Buying,Maint,Doors,Persons,Lug_Boot, Savety, Acceptability
low,med,5more,more,big,med,good
low,med,5more,more,big,high,vgood
low,med,5more,more,small,low,unacc
low,med,5more,more,small,med,unacc
low,med,5more,more,small,high,unacc
low,med,5more,more,med,low,unacc
low,med,5more,more,med,med,unacc
low,med,5more,more,med,high,unacc
low,med,5more,more,big,low,unacc
low,med,5more,more,big,med,unacc
low,med,5more,more,big,high,unacc
low,med,5more,more,small,low,unacc
low,med,5more,more,small,med,acc
low,med,5more,more,small,high,good
low,med,5more,more,med,low,unacc
low,med,5more,more,med,med,good
low,med,5more,more,med,high,vgood
low,med,5more,more,big,low,unacc
low,med,5more,more,big,med,good
low,med,5more,more,big,high,vgood
low,med,5more,more,small,low,unacc
low,med,5more,more,small,med,acc
low,med,5more,more,small,high,good
low,med,5more,more,med,low,unacc
low,med,5more,more,med,med,good
low,med,5more,more,med,high,vgood
low,med,5more,more,big,low,unacc
low,med,5more,more,big,med,good
low,med,5more,more,big,high,vgood
low,low,5more,more,small,low,unacc
low,low,5more,more,small,med,unacc
low,low,5more,more,small,high,unacc
low,low,5more,more,med,low,unacc
low,low,5more,more,med,med,unacc
low,low,5more,more,med,high,unacc
low,low,5more,more,big,low,unacc
low,low,5more,more,big,med,unacc
low,low,5more,more,big,high,unacc
low,low,5more,more,small,low,unacc
low,low,5more,more,small,med,acc
low,low,5more,more,small,high,good
low,low,5more,more,med,low,unacc
low,low,5more,more,med,med,acc
low,low,5more,more,med,high,good
low,low,5more,more,big,low,unacc
low,low,5more,more,big,med,good
low,low,5more,more,big,high,vgood
low,low,5more,more,small,low,unacc
low,low,5more,more,small,med,unacc
low,low,5more,more,small,high,unacc
low,low,5more,more,med,low,unacc
low,low,5more,more,med,med,acc
low,low,5more,more,med,high,good
low,low,5more,more,big,low,unacc
low,low,5more,more,big,med,good
low,low,5more,more,big,high,vgood
low,low,5more,more,small,low,unacc
low,low,5more,more,small,med,unacc
low,low,5more,more,small,high,unacc
low,low,5more,more,med,low,unacc
low,low,5more,more,med,med,unacc
low,low,5more,more,med,high,unacc
low,low,5more,more,big,low,unacc
low,low,5more,more,big,med,unacc
low,low,5more,more,big,high,unacc
low,low,5more,more,small,low,unacc
low,low,5more,more,small,med,acc
low,low,5more,more,small,high,good
low,low,5more,more,med,low,unacc
low,low,5more,more,med,med,acc
low,low,5more,more,med,high,good
low,low,5more,more,big,low,unacc
low,low,5more,more,big,med,good
low,low,5more,more,big,high,vgood
low,low,5more,more,small,low,unacc
low,low,5more,more,small,med,acc
low,low,5more,more,small,high,good
low,low,5more,more,med,low,unacc
low,low,5more,more,med,med,good
low,low,5more,more,med,high,vgood
low,low,5more,more,big,low,unacc
low,low,5more,more,big,med,good
low,low,5more,more,big,high,vgood
low,low,5more,more,small,low,unacc
low,low,5more,more,small,med,unacc
low,low,5more,more,small,high,unacc
low,low,5more,more,med,low,unacc
low,low,5more,more,med,med,unacc
low,low,5more,more,med,high,unacc
low,low,5more,more,big,low,unacc
low,low,5more,more,big,med,unacc
low,low,5more,more,big,high,unacc
low,low,5more,more,small,low,unacc
low,low,5more,more,small,med,acc
low,low,5more,more,small,high,good
low,low,5more,more,med,low,unacc
low,low,5more,more,med,med,good
low,low,5more,more,med,high,vgood
low,low,5more,more,big,low,unacc
low,low,5more,more,big,med,good
low,low,5more,more,big,high,vgood
low,low,5more,more,small,low,unacc
low,low,5more,more,small,med,acc
low,low,5more,more,small,high,good
low,low,5more,more,med,low,unacc
low,low,5more,more,med,med,good
low,low,5more,more,med,high,vgood
low,low,5more,more,big,low,unacc
low,low,5more,more,big,med,good
low,low,5more,more,big,high,vgood
low,low,5more,more,small,low,unacc
low,low,5more,more,small,med,unacc
low,low,5more,more,small,high,unacc
low,low,5more,more,med,low,unacc
low,low,5more,more,med,med,unacc
low,low,5more,more,med,high,unacc
low,low,5more,more,big,low,unacc
low,low,5more,more,big,med,unacc
low,low,5more,more,big,high,unacc
low,low,5more,more,small,low,unacc
low,low,5more,more,small,med,acc
low,low,5more,more,small,high,good
low,low,5more,more,med,low,unacc
low,low,5more,more,med,med,good
low,low,5more,more,med,high,vgood
low,low,5more,more,big,low,unacc
low,low,5more,more,big,med,good
low,low,5more,more,big,high,vgood
low,low,5more,more,small,low,unacc
low,low,5more,more,small,med,acc
low,low,5more,more,small,high,good
low,low,5more,more,med,low,unacc
low,low,5more,more,med,med,good
low,low,5more,more,med,high,vgood
low,low,5more,more,big,low,unacc
low,low,5more,more,big,med,good
low,low,5more,more,big,high,vgood
