"mcg";"gvh";"alm";"mit";"erl";"pox";"vac";"nuc";"SequenceName";"Class";"att11"
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"PIK1_YEAST";"NUC";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"LONM_YEAST";"MIT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"PIR1_YEAST";"EXC";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"H150_YEAST";"EXC";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"PIR3_YEAST";"EXC";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"PIS_YEAST";"ME3";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"PLB1_YEAST";"ME1";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"ATH1_YEAST";"ME3";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"ATH2_YEAST";"ME3";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"ATC3_YEAST";"VAC";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"MANA_YEAST";"CYT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"PMP1_YEAST";"ME2";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"PMP2_YEAST";"ME2";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"ATC1_YEAST";"ME3";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"ATN1_YEAST";"ME3";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"PMS1_YEAST";"NUC";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"PMT1_YEAST";"ME3";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"PMT2_YEAST";"ME3";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"POB1_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"DPOA_YEAST";"NUC";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"DPO2_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"DPOE_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"DPOD_YEAST";"NUC";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"PCNA_YEAST";"NUC";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"DPO4_YEAST";"NUC";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"P152_YEAST";"NUC";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"POP2_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"CAO_YEAST";"POX";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"PPA1_YEAST";"ME3";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"IPY2_YEAST";"MIT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"PPCK_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"PPR1_YEAST";"NUC";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"PPX1_YEAST";"CYT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"PRTB_YEAST";"VAC";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"CBPY_YEAST";"VAC";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"PRTD_YEAST";"VAC";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"PRCG_YEAST";"CYT";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"PRCE_YEAST";"CYT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"PRCD_YEAST";"CYT";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"PRCH_YEAST";"CYT";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"PRC2_YEAST";"CYT";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"PRC6_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"PRI1_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"PRI2_YEAST";"NUC";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"PROB_YEAST";"CYT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"PROC_YEAST";"CYT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"PR16_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"PR18_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"PR19_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"PR02_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"PR21_YEAST";"NUC";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"PR22_YEAST";"NUC";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"PR28_YEAST";"NUC";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"PR38_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"PR39_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"PR04_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range2 [0.510 - inf]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"PR05_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"PR06_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"PR08_YEAST";"NUC";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"PR09_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"PRC8_YEAST";"CYT";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"PRC5_YEAST";"CYT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"PRC3_YEAST";"CYT";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"PRC9_YEAST";"CYT";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"PRT1_YEAST";"CYT";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"DPSD_YEAST";"MIT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"SNM1_YEAST";"NUC";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"PTM1_YEAST";"ME2";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"PTP1_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"PTP2_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"PTR2_YEAST";"ME3";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"PUB1_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"PRCF_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"PRCZ_YEAST";"CYT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"PUT1_YEAST";"MIT";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"PUT2_YEAST";"MIT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"PUT3_YEAST";"NUC";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"PUT4_YEAST";"ME3";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"PYC1_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"PYC2_YEAST";"CYT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"KPYK_YEAST";"CYT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"UCRX_YEAST";"MIT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"UCR2_YEAST";"MIT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"UCR6_YEAST";"MIT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"UCRQ_YEAST";"MIT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"UCR8_YEAST";"MIT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"UCR9_YEAST";"MIT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"RAD1_YEAST";"NUC";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"RA10_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"RA14_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"RA16_YEAST";"NUC";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"RA18_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"RAD2_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RA23_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"RA26_YEAST";"NUC";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RAD3_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"RAD4_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"RAD5_YEAST";"NUC";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"RA50_YEAST";"NUC";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RA51_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"RA52_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"RA54_YEAST";"NUC";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RA55_YEAST";"NUC";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"RA57_YEAST";"NUC";
